folder,network,accuracy,precision,sensitivity,specificity,fmeasure,npv,mcc,auc,tn,fp,fn,tp,runtime,val_accuracy,val_precision,val_sensitivity,val_specificity,val_fmeasure,val_npv,val_mcc,val_auc,val_tn,val_fp,val_fn,val_tp,val_runtime
56,KNN,0.8020833333333334,0.8165938864628821,0.7791666666666667,0.825,0.7974413646055438,0.788844621435374,0.6048022530017553,0.8778249782986112,792,168,212,748,58.24444842338562,0.6041666666666666,0.5919117647058824,0.6708333333333333,0.5375,0.62890625,0.6201923073941383,0.21021024812384764,0.6264930555555556,129,111,79,161,0.15349340438842773
57,KNN,0.8067708333333333,0.8136315228966986,0.7958333333333333,0.8177083333333334,0.8046340179041601,0.8002038735167988,0.6136885140073732,0.8719552951388889,785,175,196,764,58.67899775505066,0.5,0.0,0.0,1.0,0.0,0.4999999998958333,0.0,0.5,240,0,240,0,0.14656567573547363
58,KNN,0.746875,0.8526785714285714,0.596875,0.896875,0.7022058823529411,0.6899038460985654,0.5175906381314471,0.8429752604166666,861,99,387,573,59.732842683792114,0.63125,0.6649214659685864,0.5291666666666667,0.7333333333333333,0.5893271461716938,0.608996539581662,0.26814823607895627,0.6903732638888888,176,64,113,127,0.17383980751037598
59,KNN,0.8140625,0.8430034129692833,0.771875,0.85625,0.8058727569331158,0.7896253601546949,0.6303728643954654,0.8892041015625,822,138,219,741,62.6259663105011,0.64375,0.6408163265306123,0.6541666666666667,0.6333333333333333,0.6474226804123712,0.6468085103630602,0.287562411810135,0.6711718750000001,152,88,83,157,0.13655424118041992
60,KNN,0.8104166666666667,0.8143459915611815,0.8041666666666667,0.8166666666666667,0.8092243186582809,0.8065843620569358,0.6208818416221391,0.87982421875,784,176,188,772,62.60481905937195,0.59375,0.5806451612903226,0.675,0.5125,0.6242774566473988,0.6119402982030148,0.19002571855431763,0.6214843750000001,123,117,78,162,0.6040849685668945
61,KNN,0.75625,0.8426183844011143,0.6302083333333334,0.8822916666666667,0.7210965435041716,0.7046589017716589,0.5296032564038773,0.8451546223958333,847,113,355,605,61.842670917510986,0.5791666666666667,0.5655172413793104,0.6833333333333333,0.475,0.6188679245283019,0.5999999996842106,0.16188544268007588,0.6201996527777778,114,126,76,164,0.14972782135009766
62,KNN,0.7526041666666666,0.8459343794579173,0.6177083333333333,0.8875,0.7140276941601444,0.6989335520345419,0.5246635298789627,0.8475726996527777,852,108,367,593,62.0685350894928,0.6208333333333333,0.6647727272727273,0.4875,0.7541666666666667,0.5625,0.5953947366462516,0.25074649315145203,0.6775868055555556,181,59,123,117,0.13123154640197754
63,KNN,0.703125,0.7157079646017699,0.6739583333333333,0.7322916666666667,0.6942060085836909,0.6919291337901645,0.40694295822558507,0.7700108506944445,703,257,313,647,63.43265724182129,0.5729166666666666,0.570281124497992,0.5916666666666667,0.5541666666666667,0.5807770961145194,0.5757575755083301,0.1459359806693913,0.603298611111111,133,107,98,142,0.5942521095275879
64,KNN,0.7046875,0.7680763983628922,0.5864583333333333,0.8229166666666666,0.6650915534554046,0.6655433866330629,0.42132303462506354,0.7830061848958332,790,170,397,563,62.352355003356934,0.5833333333333334,0.6063829787234043,0.475,0.6916666666666667,0.5327102803738318,0.5684931504902421,0.1707220594066741,0.5985503472222222,166,74,126,114,0.13047504425048828
65,KNN,1.0,1.0,1.0,1.0,1.0,0.9999999998958333,1.0,1.0,960,0,0,960,63.07369804382324,0.5875,0.5875,0.5875,0.5875,0.5875,0.5874999997552084,0.175,0.5875,141,99,99,141,0.12123298645019531
66,KNN,1.0,1.0,1.0,1.0,1.0,0.9999999998958333,1.0,1.0,960,0,0,960,63.36292386054993,0.6020833333333333,0.6008230452674898,0.6083333333333333,0.5958333333333333,0.6045548654244306,0.6033755271715715,0.2041826190569451,0.6020833333333333,143,97,94,146,0.1208348274230957
67,KNN,0.815625,0.8419864559819413,0.7770833333333333,0.8541666666666666,0.8082340195016252,0.793036750406863,0.6331337924020065,0.8918391927083333,820,140,214,746,64.20778679847717,0.5979166666666667,0.5824561403508772,0.6916666666666667,0.5041666666666667,0.6323809523809524,0.6205128201946088,0.19936922573241037,0.6381857638888889,121,119,74,166,0.12782645225524902
68,KNN,0.7604166666666666,0.7642706131078224,0.753125,0.7677083333333333,0.7586568730325289,0.7566735112159473,0.5208887259217898,0.8309380425347223,737,223,237,723,66.80978965759277,0.6166666666666667,0.610236220472441,0.6458333333333334,0.5875,0.6275303643724697,0.6238938050336753,0.233731340109054,0.6614236111111111,141,99,85,155,0.573768138885498
69,KNN,0.8140625,0.8406779661016949,0.775,0.853125,0.8065040650406503,0.7913043477496323,0.6300507050514966,0.8892838541666667,819,141,216,744,65.56923198699951,0.6333333333333333,0.6230769230769231,0.675,0.5916666666666667,0.648,0.6454545451611571,0.267597443202269,0.656875,142,98,78,162,0.11728978157043457
70,KNN,0.8125,0.8393665158371041,0.7729166666666667,0.8520833333333333,0.8047722342733189,0.7895752894990757,0.6269678049012931,0.8922368706597222,818,142,218,742,66.43994164466858,0.5958333333333333,0.6064814814814815,0.5458333333333333,0.6458333333333334,0.5745614035087719,0.5871212118988177,0.1926322479246823,0.6589236111111111,155,85,109,131,0.12961220741271973
71,KNN,0.8140625,0.8406779661016949,0.775,0.853125,0.8065040650406503,0.7913043477496323,0.6300507050514966,0.89361328125,819,141,216,744,67.00823378562927,0.5604166666666667,0.5551330798479087,0.6083333333333333,0.5125,0.5805168986083499,0.5668202762364883,0.12139205311068439,0.6146006944444444,123,117,94,146,0.13219976425170898
72,KNN,0.6963541666666667,0.7523427041499331,0.5854166666666667,0.8072916666666666,0.658465143526655,0.6606990621772635,0.4027467488056595,0.7692333984375,775,185,398,562,67.80572962760925,0.6,0.6333333333333333,0.475,0.725,0.5428571428571427,0.5799999998066666,0.2065591117977289,0.6461545138888889,174,66,126,114,0.12441611289978027
73,KNN,0.8151041666666666,0.8277356446370531,0.7958333333333333,0.834375,0.8114710568242166,0.8034102306114935,0.6306769301166631,0.8854812282986111,801,159,196,764,70.23464798927307,0.5854166666666667,0.578544061302682,0.6291666666666667,0.5416666666666666,0.6027944111776447,0.5936073056650195,0.17149108403438157,0.5786718750000001,130,110,89,151,0.6277866363525391
74,KNN,1.0,1.0,1.0,1.0,1.0,0.9999999998958333,1.0,1.0,960,0,0,960,68.92581701278687,0.6145833333333334,0.6061776061776062,0.6541666666666667,0.575,0.6292585170340681,0.6244343888577221,0.22988819513047415,0.6598958333333333,138,102,83,157,0.11143970489501953
75,KNN,0.8130208333333333,0.8320441988950277,0.784375,0.8416666666666667,0.8075067024128687,0.7960591132220631,0.6270716421635866,0.8865109592013889,808,152,207,753,69.8026773929596,0.5645833333333333,0.5459940652818991,0.7666666666666667,0.3625,0.6377816291161178,0.6083916079661598,0.1412143153136208,0.6403819444444445,87,153,56,184,0.13525843620300293
